text,positive_score,negative_score,neutral_score
Old history and new history meet in this poetic place full of hidden small gems.,0.8195124,0.0043849777,0.17610253
Some of the walls are scarred with thousands of bullet holes from the American War.,0.010772803,0.82567704,0.16355017
allow approximately 4-5 hours for the visit.,0.0778577,0.008285332,0.9138569
Only couple of places sell food so best to bring own snacks.,0.09930169,0.14760214,0.7530962
What a shame so much was destroyed in two major wars and in weather!,0.0061267675,0.9422583,0.051614854
It really must have been magnificent once upon a time.,0.9068781,0.017553434,0.07556849
"Though with a lot of Vietnamese attractions, so little is done to offer you that chance to relive what it once was...",0.07935797,0.41580397,0.5048381
"Minimal living features in the existing buildings, very little signs in English with historical explanation and one basic miniature model of the site as it once was...",0.017485067,0.48323023,0.49928463
"Still, everyone says go when you come to Hue.",0.16487026,0.061917957,0.77321184
So go.,0.15273629,0.11836158,0.7289021
"Amazing, but I think you will appreciate it more with sunny weather and with a guide that explain everything for you.",0.98361105,0.003057417,0.01333149
Take your time it's much bigger than you think at first.,0.84786296,0.017218342,0.13491869
"No question about it, this place tops the list of site to see in Hue.",0.9213243,0.007766205,0.0709095
"It is not only of some historical significance due to the Tet battle during the Vietnam-American war, but it offers insight into Vietnam's history and how their rulers lived - needless to say much better than those being ruled.",0.7010305,0.013833101,0.28513643
Had to come here on our day tour into Hue.,0.1168332,0.021727227,0.86143965
The architecture is absolutely stunning!,0.97330725,0.009008455,0.01768427
Don't need more than a couple hours visiting but definitely enough time to appreciate the history.,0.6146,0.022724733,0.36267522
The imperial city is a place I've always wanted to see ever since I was a university student.,0.9445434,0.0043841605,0.05107239
"Unfortunately, the miserable weather dampened my experience a bit.",0.007447776,0.90589345,0.08665875
"The citadel incorporates a large area, most of which is original and beautiful to see.",0.9629964,0.0035941536,0.033409357
"There is a lot of construction work going on in an effort to restore the city, so it may be a little noisy here and there.",0.038616095,0.33865622,0.6227277
We visited citadel with our local guide who explained us a lot about the history of this city.,0.63094616,0.002863156,0.36619067
The site offers excellent opportunity for photos and has a video where you can watch and learn more about the history if you haven't hired a guide.,0.9169871,0.002757888,0.08025501
I really liked the architecture and the gardens.,0.9746821,0.0048264456,0.020491496
Well kept archeological site that is worth a visit.,0.9690859,0.0036577885,0.027256379
"Arrived at Hue on a sleeping bus that came from Ninh Binh early in the morning and headed down to this attraction, it was def worth it.",0.9286012,0.0027226044,0.06867619
But wouldn't spend more than a day in Hue,0.052857157,0.30972525,0.6374176
"We chatted with an aide masterminded by our inn and it was well justified, despite all the trouble.",0.58509225,0.024792837,0.39011493
His nearby learning clarified what the different structures were and their history.,0.08919866,0.009875857,0.90092546
He was likewise ready to bring up the structures that are being restored because of war harm.,0.028690396,0.4911099,0.4801997
Possibly not an entire day but rather an entrancing couple of hours,0.22609927,0.043626316,0.73027444
"We spent half a day wandering around the citadel, this ancient capital.",0.5765392,0.0047565643,0.4187042
"It is undergoing extensive renovation, as much of it was destroyed during the Vietnam war.",0.011798178,0.7717088,0.21649304
"In fact, the Viet Cong captured this citadel and occupied it.",0.013488516,0.5019635,0.4845479
There's a lot of bullet holes in the walls.,0.019263519,0.8184744,0.16226213
You can watch a digital recreation of the entire citadel as it existed in it's heyday.,0.23738499,0.011472774,0.7511422
The presentation gives a good overview of the site.,0.8635968,0.0034694863,0.13293377
We watched artisans repairing paint and guilding and very much enjoyed a musical presentation by individuals in court costumes playing ancient instruments in one of the buildings that were open.,0.9540597,0.0022834125,0.0436569
There is also a very nice photographic display of previous royals and functions that occurred at the citadel.,0.90710545,0.0035242317,0.08937032
It was sad to see how much of the palace was destroyed during the war so much of it is in ruins/neglected.,0.005952569,0.926668,0.067379504
Restoration is being carried out as we speak but at a slow pace (corruption eating away funds).,0.008379889,0.81168133,0.17993878
"We were very interested in Ancient Vietnamese history before we came to Hue, but once inside the Imperial Palace we were a bit underwhelmed after seeing the photographs of what it was actually like back in the days.",0.10153951,0.36488736,0.53357315
"I just can't fathom the neglect through the ages but, there are hints of its beauty from the glory days in the ornate columns, wood work etc.",0.48632148,0.15114704,0.36253142
I look forward to returning to Hue in 10 to 20 years time to see more restoration completed.,0.9408865,0.0032976884,0.055815794
"If you visit & not a history buff, grab a guide.",0.052062757,0.30615035,0.64178693
You'll need at least 1-2 hours to stroll through.,0.100790404,0.037205935,0.8620037
"Honestly, this wasn't worth even the one day stop I had in Hue.",0.0099892905,0.9054702,0.08454054
"In comparison to all the other things to see in Vietnam, this really shouldn't be on them...especially when Hoi An is so close and far prettier.",0.0633658,0.61203825,0.3245959
Bit of a let down and kind of expensive - as vietnam goes.,0.0060591074,0.8977886,0.09615233
This is a must see in Hue with a ' forbidden city' feel to it.,0.9672606,0.0041238423,0.028615579
It's mostly 19th century but has been historically poorly maintained and a lot is crumbling and peeling.,0.0054968195,0.8960156,0.09848758
It also suffered desperately in the French occupation and Vietnam/American war with most buildings destroyed.,0.004656196,0.92891145,0.06643244
Now there is a new government initiative to restore the damaged buildings and completely rebuild many of those destroyed from the foundations up.,0.19310491,0.08761631,0.71927875
They look glorious but are not quite history.,0.60009193,0.12775901,0.27214906
But certainly go.,0.2660198,0.0895653,0.64441484
We visited the citadel just as it started to rain and the cold snap hir at the end of January so we couldn't do justice to this enormous complex and had to rush through.,0.10824467,0.402591,0.48916435
So much to see!,0.9668523,0.003361805,0.029785866
Amazing buildings and history.,0.9679232,0.007896071,0.024180697
Fascinating photographs in the Mandarin Halls showing life in the Citadel in the times of the emperors.,0.85889626,0.0062581925,0.13484555
Sad to think so much was destroyed in the war.,0.010240311,0.9040224,0.085737355
This place is stunning.,0.9639164,0.01230106,0.023782454
Just walking the grounds was a peaceful experience for me.,0.9439279,0.005844385,0.050227746
We still hired a guide to hear the more interesting tidbits of history.,0.5026707,0.009322202,0.48800707
At 150k dong it was worth it.,0.80545604,0.009585253,0.18495873
We went there for a two and a half hour walk.,0.07153911,0.012671574,0.9157893
It was nice and worth visiting if you are in Hue.,0.9795116,0.0032444235,0.017243933
The temples are impressive and I was most impressed by the shot up temple gate.,0.98238003,0.0033111195,0.014308893
The Citadel is a must at Hué.,0.43472856,0.028835356,0.5364361
We spent a total of six hours wondering through the buildings and gardens inside the fortress.,0.24071789,0.005308566,0.75397354
"Very beautiful architecture; each time we thought we'd finished the visit, we'd find another beautiful spot at garden.",0.980885,0.0033476686,0.015767332
It hosted the emperors of Vietnam between 1802-1945.,0.05771563,0.016481739,0.92580265
